model,shots,book,answer,ground_truth_stem
gpt-oss:20b,0,Einstein: The Fantastic Journey of a Mouse Through Space and Time,false,True
gpt-oss:20b,0,Einstein: The Fantastic Journey of a Mouse Through Space and Time,false,True
gpt-oss:20b,0,Einstein: The Fantastic Journey of a Mouse Through Space and Time,false,True
gpt-oss:20b,0,Einstein: The Fantastic Journey of a Mouse Through Space and Time,false,True
gpt-oss:20b,1,Einstein: The Fantastic Journey of a Mouse Through Space and Time,False,True
gpt-oss:20b,1,Einstein: The Fantastic Journey of a Mouse Through Space and Time,true,True
gpt-oss:20b,1,Einstein: The Fantastic Journey of a Mouse Through Space and Time,true,True
gpt-oss:20b,1,Einstein: The Fantastic Journey of a Mouse Through Space and Time,true,True
gpt-oss:20b,1,Einstein: The Fantastic Journey of a Mouse Through Space and Time,true,True
gpt-oss:20b,5,Einstein: The Fantastic Journey of a Mouse Through Space and Time,true,True
gpt-oss:20b,5,Einstein: The Fantastic Journey of a Mouse Through Space and Time,true,True
gpt-oss:20b,5,Einstein: The Fantastic Journey of a Mouse Through Space and Time,true,True
gpt-oss:20b,5,Einstein: The Fantastic Journey of a Mouse Through Space and Time,true,True
gpt-oss:20b,5,Einstein: The Fantastic Journey of a Mouse Through Space and Time,true,True
gpt-oss:20b,10,Einstein: The Fantastic Journey of a Mouse Through Space and Time,true,True
gpt-oss:20b,10,Einstein: The Fantastic Journey of a Mouse Through Space and Time,true,True
gpt-oss:20b,10,Einstein: The Fantastic Journey of a Mouse Through Space and Time,true,True
gpt-oss:20b,10,Einstein: The Fantastic Journey of a Mouse Through Space and Time,true,True
gpt-oss:20b,10,Einstein: The Fantastic Journey of a Mouse Through Space and Time,true,True
llama3.2:1b,0,9780321795465,False,True
llama3.2:1b,0,9780321795465,False,True
llama3.2:1b,0,9780321795465,False,True
llama3.2:1b,0,9780321795465,False,True
llama3.2:1b,0,9780321795465,False,True
llama3.2:1b,1,9780321795465,False,True
llama3.2:1b,1,9780321795465,False,True
llama3.2:1b,1,9780321795465,True,True
llama3.2:1b,1,9780321795465,False,True
llama3.2:1b,1,9780321795465,False,True
llama3.2:1b,5,9780321795465,"Is ""9780321795465"" STEM? True",True
llama3.2:1b,5,9780321795465,False,True
llama3.2:1b,5,9780321795465,False,True
llama3.2:1b,5,9780321795465,False.,True
llama3.2:1b,5,9780321795465,True.,True
llama3.2:1b,10,9780321795465,This book is True.,True
llama3.2:1b,10,9780321795465,False.,True
llama3.2:1b,10,9780321795465,True,True
llama3.2:1b,10,9780321795465,"Here are the classifications:

1. True
2. False
3. True
4. True
5. True
6. True",True
llama3.2:1b,10,9780321795465,Yes.,True
mistral:7b,0,9780321795465,True,True
mistral:7b,0,9780321795465,True,True
mistral:7b,0,9780321795465,True,True
mistral:7b,0,9780321795465,True,True
mistral:7b,0,9780321795465,True,True
mistral:7b,1,9780321795465,True,True
mistral:7b,1,9780321795465,True,True
mistral:7b,1,9780321795465,True,True
mistral:7b,1,9780321795465,True,True
mistral:7b,1,9780321795465,True,True
mistral:7b,5,9780321795465,True,True
mistral:7b,5,9780321795465,True,True
mistral:7b,5,9780321795465,True,True
mistral:7b,5,9780321795465,True,True
mistral:7b,5,9780321795465,True,True
mistral:7b,10,9780321795465,True,True
mistral:7b,10,9780321795465,True,True
mistral:7b,10,9780321795465,True,True
mistral:7b,10,9780321795465,True,True
mistral:7b,10,9780321795465,True,True
gemma3:12b,0,9780321795465,True,True
gemma3:12b,0,9780321795465,True,True
gemma3:12b,0,9780321795465,True,True
gemma3:12b,0,9780321795465,True,True
gemma3:12b,0,9780321795465,True,True
gemma3:12b,1,9780321795465,True,True
gemma3:12b,1,9780321795465,True,True
gemma3:12b,1,9780321795465,True,True
gemma3:12b,1,9780321795465,True,True
gemma3:12b,1,9780321795465,True,True
gemma3:12b,5,9780321795465,True,True
gemma3:12b,5,9780321795465,True,True
gemma3:12b,5,9780321795465,True,True
gemma3:12b,5,9780321795465,True,True
gemma3:12b,5,9780321795465,True,True
gemma3:12b,10,9780321795465,True,True
gemma3:12b,10,9780321795465,True,True
gemma3:12b,10,9780321795465,True,True
gemma3:12b,10,9780321795465,True,True
gemma3:12b,10,9780321795465,True,True
gpt-oss:20b,0,9780321795465,true,True
gpt-oss:20b,0,9780321795465,true,True
gpt-oss:20b,0,9780321795465,true,True
gpt-oss:20b,0,9780321795465,true,True
gpt-oss:20b,0,9780321795465,true,True
gpt-oss:20b,1,9780321795465,true,True
gpt-oss:20b,1,9780321795465,true,True
gpt-oss:20b,1,9780321795465,true,True
gpt-oss:20b,1,9780321795465,true,True
gpt-oss:20b,1,9780321795465,true,True
gpt-oss:20b,5,9780321795465,true,True
gpt-oss:20b,5,9780321795465,true,True
gpt-oss:20b,5,9780321795465,true,True
gpt-oss:20b,5,9780321795465,true,True
gpt-oss:20b,5,9780321795465,true,True
gpt-oss:20b,10,9780321795465,true,True
gpt-oss:20b,10,9780321795465,true,True
gpt-oss:20b,10,9780321795465,true,True
gpt-oss:20b,10,9780321795465,true,True
gpt-oss:20b,10,9780321795465,true,True
llama3.2:1b,0,The Scarlet Letter,True.,False
llama3.2:1b,0,The Scarlet Letter,False.,False
llama3.2:1b,0,The Scarlet Letter,False.,False
llama3.2:1b,0,The Scarlet Letter,False.,False
llama3.2:1b,0,The Scarlet Letter,False.,False
llama3.2:1b,1,The Scarlet Letter,False.,False
llama3.2:1b,1,The Scarlet Letter,False,False
llama3.2:1b,1,The Scarlet Letter,False,False
llama3.2:1b,1,The Scarlet Letter,False,False
llama3.2:1b,1,The Scarlet Letter,False.,False
llama3.2:1b,5,The Scarlet Letter,True.,False
llama3.2:1b,5,The Scarlet Letter,False.,False
llama3.2:1b,5,The Scarlet Letter,True.,False
llama3.2:1b,5,The Scarlet Letter,False.,False
llama3.2:1b,5,The Scarlet Letter,False.,False
llama3.2:1b,10,The Scarlet Letter,True,False
llama3.2:1b,10,The Scarlet Letter,True.,False
llama3.2:1b,10,The Scarlet Letter,True.,False
llama3.2:1b,10,The Scarlet Letter,True.,False
llama3.2:1b,10,The Scarlet Letter,True.,False
mistral:7b,0,The Scarlet Letter,False,False
mistral:7b,0,The Scarlet Letter,False,False
mistral:7b,0,The Scarlet Letter,False,False
mistral:7b,0,The Scarlet Letter,False,False
mistral:7b,0,The Scarlet Letter,False,False
mistral:7b,1,The Scarlet Letter,False,False
mistral:7b,1,The Scarlet Letter,False,False
mistral:7b,1,The Scarlet Letter,False,False
mistral:7b,1,The Scarlet Letter,False,False
mistral:7b,1,The Scarlet Letter,False,False
mistral:7b,5,The Scarlet Letter,False,False
mistral:7b,5,The Scarlet Letter,False,False
mistral:7b,5,The Scarlet Letter,False,False
mistral:7b,5,The Scarlet Letter,False,False
mistral:7b,5,The Scarlet Letter,False,False
mistral:7b,10,The Scarlet Letter,False,False
mistral:7b,10,The Scarlet Letter,False,False
mistral:7b,10,The Scarlet Letter,False,False
mistral:7b,10,The Scarlet Letter,False,False
mistral:7b,10,The Scarlet Letter,False,False
gemma3:12b,0,The Scarlet Letter,False,False
gemma3:12b,0,The Scarlet Letter,False,False
gemma3:12b,0,The Scarlet Letter,False,False
gemma3:12b,0,The Scarlet Letter,False,False
gemma3:12b,0,The Scarlet Letter,False,False
gemma3:12b,1,The Scarlet Letter,False,False
gemma3:12b,1,The Scarlet Letter,False,False
gemma3:12b,1,The Scarlet Letter,False,False
gemma3:12b,1,The Scarlet Letter,False,False
gemma3:12b,1,The Scarlet Letter,False,False
gemma3:12b,5,The Scarlet Letter,False,False
gemma3:12b,5,The Scarlet Letter,False,False
gemma3:12b,5,The Scarlet Letter,False,False
gemma3:12b,5,The Scarlet Letter,False,False
gemma3:12b,5,The Scarlet Letter,False,False
gemma3:12b,10,The Scarlet Letter,False,False
gemma3:12b,10,The Scarlet Letter,False,False
gemma3:12b,10,The Scarlet Letter,False,False
gemma3:12b,10,The Scarlet Letter,False,False
gemma3:12b,10,The Scarlet Letter,False,False
gpt-oss:20b,0,The Scarlet Letter,false,False
gpt-oss:20b,0,The Scarlet Letter,false,False
gpt-oss:20b,0,The Scarlet Letter,false,False
gpt-oss:20b,0,The Scarlet Letter,false,False
gpt-oss:20b,0,The Scarlet Letter,false,False
gpt-oss:20b,1,The Scarlet Letter,false,False
gpt-oss:20b,1,The Scarlet Letter,false,False
gpt-oss:20b,1,The Scarlet Letter,false,False
gpt-oss:20b,1,The Scarlet Letter,false,False
gpt-oss:20b,1,The Scarlet Letter,false,False
gpt-oss:20b,5,The Scarlet Letter,false,False
gpt-oss:20b,5,The Scarlet Letter,false,False
gpt-oss:20b,5,The Scarlet Letter,false,False
gpt-oss:20b,5,The Scarlet Letter,false,False
gpt-oss:20b,5,The Scarlet Letter,false,False
gpt-oss:20b,10,The Scarlet Letter,false,False
gpt-oss:20b,10,The Scarlet Letter,false,False
gpt-oss:20b,10,The Scarlet Letter,false,False
gpt-oss:20b,10,The Scarlet Letter,False,False
gpt-oss:20b,10,The Scarlet Letter,False,False
llama3.2:1b,0,1576854000,False,False
llama3.2:1b,0,1576854000,False,False
llama3.2:1b,0,1576854000,False,False
llama3.2:1b,0,1576854000,False,False
llama3.2:1b,0,1576854000,False,False
llama3.2:1b,1,1576854000,False,False
llama3.2:1b,1,1576854000,False,False
llama3.2:1b,1,1576854000,False,False
llama3.2:1b,1,1576854000,False,False
llama3.2:1b,1,1576854000,False,False
llama3.2:1b,5,1576854000,False,False
llama3.2:1b,5,1576854000,False,False
llama3.2:1b,5,1576854000,False.,False
llama3.2:1b,5,1576854000,False,False
llama3.2:1b,5,1576854000,True,False
llama3.2:1b,10,1576854000,True,False
llama3.2:1b,10,1576854000,False.,False
llama3.2:1b,10,1576854000,"False. 

The correct answer should be that the book summary does not mention any science, technology, engineering, or mathematics (STEM) topics.",False
llama3.2:1b,10,1576854000,False,False
llama3.2:1b,10,1576854000,False.,False
mistral:7b,0,1576854000,False,False
mistral:7b,0,1576854000,"False, this book is not STEM as it focuses on grammar and writing which falls under Humanities rather than Science, Technology, Engineering, or Mathematics (STEM) subjects.",False
mistral:7b,0,1576854000,False,False
mistral:7b,0,1576854000,False,False
mistral:7b,0,1576854000,False,False
mistral:7b,1,1576854000,True,False
mistral:7b,1,1576854000,True,False
mistral:7b,1,1576854000,True,False
mistral:7b,1,1576854000,True,False
mistral:7b,1,1576854000,True,False
mistral:7b,5,1576854000,False,False
mistral:7b,5,1576854000,False,False
mistral:7b,5,1576854000,False,False
mistral:7b,5,1576854000,False,False
mistral:7b,5,1576854000,False,False
mistral:7b,10,1576854000,True,False
mistral:7b,10,1576854000,True,False
mistral:7b,10,1576854000,True,False
mistral:7b,10,1576854000,True,False
mistral:7b,10,1576854000,True,False
gemma3:12b,0,1576854000,False,False
gemma3:12b,0,1576854000,False,False
gemma3:12b,0,1576854000,False,False
gemma3:12b,0,1576854000,False,False
gemma3:12b,0,1576854000,false,False
gemma3:12b,1,1576854000,False,False
gemma3:12b,1,1576854000,false,False
gemma3:12b,1,1576854000,false,False
gemma3:12b,1,1576854000,false,False
gemma3:12b,1,1576854000,False,False
gemma3:12b,5,1576854000,False,False
gemma3:12b,5,1576854000,False,False
gemma3:12b,5,1576854000,False,False
gemma3:12b,5,1576854000,False,False
gemma3:12b,5,1576854000,False,False
gemma3:12b,10,1576854000,False,False
gemma3:12b,10,1576854000,False,False
gemma3:12b,10,1576854000,False,False
gemma3:12b,10,1576854000,False,False
gemma3:12b,10,1576854000,False,False
gpt-oss:20b,0,1576854000,false,False
gpt-oss:20b,0,1576854000,false,False
gpt-oss:20b,0,1576854000,false,False
gpt-oss:20b,0,1576854000,false,False
gpt-oss:20b,0,1576854000,false,False
gpt-oss:20b,1,1576854000,false,False
gpt-oss:20b,1,1576854000,false,False
gpt-oss:20b,1,1576854000,false,False
gpt-oss:20b,1,1576854000,false,False
gpt-oss:20b,1,1576854000,False,False
gpt-oss:20b,5,1576854000,false,False
gpt-oss:20b,5,1576854000,false,False
gpt-oss:20b,5,1576854000,false,False
gpt-oss:20b,5,1576854000,false,False
gpt-oss:20b,5,1576854000,false,False
gpt-oss:20b,10,1576854000,False,False
gpt-oss:20b,10,1576854000,false,False
gpt-oss:20b,10,1576854000,false,False
gpt-oss:20b,10,1576854000,false,False
gpt-oss:20b,10,1576854000,False,False
llama3.2:1b,0,978-0-536-21012-8,False,True
llama3.2:1b,0,978-0-536-21012-8,False,True
llama3.2:1b,0,978-0-536-21012-8,False,True
llama3.2:1b,0,978-0-536-21012-8,False.,True
llama3.2:1b,0,978-0-536-21012-8,False,True
llama3.2:1b,1,978-0-536-21012-8,True,True
llama3.2:1b,1,978-0-536-21012-8,True,True
llama3.2:1b,1,978-0-536-21012-8,False,True
llama3.2:1b,1,978-0-536-21012-8,False,True
llama3.2:1b,1,978-0-536-21012-8,False,True
llama3.2:1b,5,978-0-536-21012-8,False,True
llama3.2:1b,5,978-0-536-21012-8,True,True
llama3.2:1b,5,978-0-536-21012-8,True,True
llama3.2:1b,5,978-0-536-21012-8,False,True
llama3.2:1b,5,978-0-536-21012-8,False,True
llama3.2:1b,10,978-0-536-21012-8,"True, False, True, False.",True
llama3.2:1b,10,978-0-536-21012-8,Yes.,True
llama3.2:1b,10,978-0-536-21012-8,False,True
llama3.2:1b,10,978-0-536-21012-8,False.,True
llama3.2:1b,10,978-0-536-21012-8,True,True
mistral:7b,0,978-0-536-21012-8,True,True
mistral:7b,0,978-0-536-21012-8,True,True
mistral:7b,0,978-0-536-21012-8,True,True
mistral:7b,0,978-0-536-21012-8,True,True
mistral:7b,0,978-0-536-21012-8,True,True
mistral:7b,1,978-0-536-21012-8,True,True
mistral:7b,1,978-0-536-21012-8,True,True
mistral:7b,1,978-0-536-21012-8,True,True
mistral:7b,1,978-0-536-21012-8,True,True
mistral:7b,1,978-0-536-21012-8,True,True
mistral:7b,5,978-0-536-21012-8,True,True
mistral:7b,5,978-0-536-21012-8,True,True
mistral:7b,5,978-0-536-21012-8,True,True
mistral:7b,5,978-0-536-21012-8,True,True
mistral:7b,5,978-0-536-21012-8,True,True
mistral:7b,10,978-0-536-21012-8,True,True
mistral:7b,10,978-0-536-21012-8,True,True
mistral:7b,10,978-0-536-21012-8,True,True
mistral:7b,10,978-0-536-21012-8,True,True
mistral:7b,10,978-0-536-21012-8,True,True
gemma3:12b,0,978-0-536-21012-8,True,True
gemma3:12b,0,978-0-536-21012-8,True,True
gemma3:12b,0,978-0-536-21012-8,True,True
gemma3:12b,0,978-0-536-21012-8,True,True
gemma3:12b,0,978-0-536-21012-8,True,True
gemma3:12b,1,978-0-536-21012-8,True,True
gemma3:12b,1,978-0-536-21012-8,True,True
gemma3:12b,1,978-0-536-21012-8,True,True
gemma3:12b,1,978-0-536-21012-8,True,True
gemma3:12b,1,978-0-536-21012-8,True,True
gemma3:12b,5,978-0-536-21012-8,True,True
gemma3:12b,5,978-0-536-21012-8,True,True
gemma3:12b,5,978-0-536-21012-8,True,True
gemma3:12b,5,978-0-536-21012-8,True,True
gemma3:12b,5,978-0-536-21012-8,True,True
gemma3:12b,10,978-0-536-21012-8,True,True
gemma3:12b,10,978-0-536-21012-8,True,True
gemma3:12b,10,978-0-536-21012-8,True,True
gemma3:12b,10,978-0-536-21012-8,True,True
gemma3:12b,10,978-0-536-21012-8,True,True
gpt-oss:20b,0,978-0-536-21012-8,true,True
gpt-oss:20b,0,978-0-536-21012-8,true,True
gpt-oss:20b,0,978-0-536-21012-8,true,True
gpt-oss:20b,0,978-0-536-21012-8,true,True
gpt-oss:20b,0,978-0-536-21012-8,true,True
gpt-oss:20b,1,978-0-536-21012-8,true,True
gpt-oss:20b,1,978-0-536-21012-8,true,True
gpt-oss:20b,1,978-0-536-21012-8,true,True
gpt-oss:20b,1,978-0-536-21012-8,true,True
gpt-oss:20b,1,978-0-536-21012-8,true,True
gpt-oss:20b,5,978-0-536-21012-8,true,True
gpt-oss:20b,5,978-0-536-21012-8,true,True
gpt-oss:20b,5,978-0-536-21012-8,true,True
gpt-oss:20b,5,978-0-536-21012-8,true,True
gpt-oss:20b,5,978-0-536-21012-8,true,True
gpt-oss:20b,10,978-0-536-21012-8,True,True
gpt-oss:20b,10,978-0-536-21012-8,true,True
gpt-oss:20b,10,978-0-536-21012-8,True,True
gpt-oss:20b,10,978-0-536-21012-8,true,True
gpt-oss:20b,10,978-0-536-21012-8,True,True
llama3.2:1b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False.,False
llama3.2:1b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
llama3.2:1b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False.,False
llama3.2:1b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
llama3.2:1b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False.,False
llama3.2:1b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",True,False
llama3.2:1b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
llama3.2:1b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
llama3.2:1b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
llama3.2:1b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
llama3.2:1b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",True,False
llama3.2:1b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",True,False
llama3.2:1b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False.,False
llama3.2:1b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",True,False
llama3.2:1b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False.,False
llama3.2:1b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False.,False
llama3.2:1b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",True,False
llama3.2:1b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",True,False
llama3.2:1b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",True,False
llama3.2:1b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gpt-oss:20b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gpt-oss:20b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gpt-oss:20b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gpt-oss:20b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gpt-oss:20b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
llama3.2:1b,0,0-02-823102-3,False.,False
llama3.2:1b,0,0-02-823102-3,False.,False
llama3.2:1b,0,0-02-823102-3,False.,False
llama3.2:1b,0,0-02-823102-3,False.,False
llama3.2:1b,0,0-02-823102-3,False.,False
llama3.2:1b,1,0-02-823102-3,False,False
llama3.2:1b,1,0-02-823102-3,False,False
llama3.2:1b,1,0-02-823102-3,False,False
llama3.2:1b,1,0-02-823102-3,False,False
llama3.2:1b,1,0-02-823102-3,False,False
llama3.2:1b,5,0-02-823102-3,False.,False
llama3.2:1b,5,0-02-823102-3,False.,False
llama3.2:1b,5,0-02-823102-3,True.,False
llama3.2:1b,5,0-02-823102-3,The answer is False.,False
llama3.2:1b,5,0-02-823102-3,True.,False
llama3.2:1b,10,0-02-823102-3,True.,False
llama3.2:1b,10,0-02-823102-3,False.,False
llama3.2:1b,10,0-02-823102-3,False.,False
llama3.2:1b,10,0-02-823102-3,False.,False
llama3.2:1b,10,0-02-823102-3,False.,False
mistral:7b,0,0-02-823102-3,False,False
mistral:7b,0,0-02-823102-3,False,False
mistral:7b,0,0-02-823102-3,False,False
mistral:7b,0,0-02-823102-3,"False. The book does not appear to be a STEM (Science, Technology, Engineering, Mathematics) book. It pertains more to Economics, which falls under Social Sciences.",False
mistral:7b,0,0-02-823102-3,False,False
mistral:7b,1,0-02-823102-3,True,False
mistral:7b,1,0-02-823102-3,True,False
mistral:7b,1,0-02-823102-3,True,False
mistral:7b,1,0-02-823102-3,True,False
mistral:7b,1,0-02-823102-3,True,False
mistral:7b,5,0-02-823102-3,True,False
mistral:7b,5,0-02-823102-3,True,False
mistral:7b,5,0-02-823102-3,True,False
mistral:7b,5,0-02-823102-3,True,False
mistral:7b,5,0-02-823102-3,True,False
mistral:7b,10,0-02-823102-3,True,False
mistral:7b,10,0-02-823102-3,True,False
mistral:7b,10,0-02-823102-3,True,False
mistral:7b,10,0-02-823102-3,True,False
mistral:7b,10,0-02-823102-3,True,False
gemma3:12b,0,0-02-823102-3,True,False
gemma3:12b,0,0-02-823102-3,True,False
gemma3:12b,0,0-02-823102-3,True,False
gemma3:12b,0,0-02-823102-3,True,False
gemma3:12b,0,0-02-823102-3,True,False
gemma3:12b,1,0-02-823102-3,True,False
gemma3:12b,1,0-02-823102-3,True,False
gemma3:12b,1,0-02-823102-3,True,False
gemma3:12b,1,0-02-823102-3,True,False
gemma3:12b,1,0-02-823102-3,True,False
gemma3:12b,5,0-02-823102-3,True,False
gemma3:12b,5,0-02-823102-3,True,False
gemma3:12b,5,0-02-823102-3,True,False
gemma3:12b,5,0-02-823102-3,True,False
gemma3:12b,5,0-02-823102-3,True,False
gemma3:12b,10,0-02-823102-3,True,False
gemma3:12b,10,0-02-823102-3,True,False
gemma3:12b,10,0-02-823102-3,True,False
gemma3:12b,10,0-02-823102-3,True,False
gemma3:12b,10,0-02-823102-3,True,False
gpt-oss:20b,0,0-02-823102-3,false,False
gpt-oss:20b,0,0-02-823102-3,false,False
gpt-oss:20b,0,0-02-823102-3,false,False
gpt-oss:20b,0,0-02-823102-3,false,False
gpt-oss:20b,0,0-02-823102-3,false,False
gpt-oss:20b,1,0-02-823102-3,false,False
